Program,Program Desc,College,College Desc,Level,Level Desc,Department,Department Desc,Degree,Degree Desc,Major,Major Desc,Campus,Campus Desc,Major CIP,Major CIP Desc,Combined Ind,Concentration,Concentration Desc,Eff Term,Eff Term Desc,Admission Ind,Student Ind,Outcome Ind,Eff Status,Program Status
BS-ESJO,BS Envr & Sust Sci/Journalism,SC,College of Science,UG,Undergraduate,ENVR,Marine & Environment Sciences,BS,Bachelor of Science,ESJO,Environ & Sust Sci/Journalism,BOS,Boston,030104,Environmental Sce,Y,,,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-ESLA,BS Environ & Sust Sci/Land Arc,SC,College of Science,UG,Undergraduate,ENVR,Marine & Environment Sciences,BS,Bachelor of Science,ESLA,Environ and Sust Sci/Land Arch,BOS,Boston,030104,Environmental Sce,Y,,,202130,Spring 2021 Semester,Y,Y,Y,Current,Active
BS-MARB,BS Marine Biology,SC,College of Science,UG,Undergraduate,ENVR,Marine & Environment Sciences,BS,Bachelor of Science,MARB,Marine Biology,BOS,Boston,261302,Marine Biology & Biological Oc,,,,201810,Fall 2017 Semester,Y,Y,Y,Current,Active
ND-EXCH-SC-U,ND Exchange Students SC UG,SC,College of Science,UG,Undergraduate,ENVR,Marine & Environment Sciences,ND,Non-Degree,ENVS,Environmental Studies,BOS,Boston,030103,Environmental Stu,,,,201130,Spring 2011 Semester,Y,Y,N,Current,Active
BA-AIST-SC,BA Approved Indep Studies SC,SC,College of Science,UG,Undergraduate,INSC,Interdisc Studies - Science,BA,Bachelor of Arts,AIST,Approved Independent Studies,BOS,Boston,240101,Liberal Arts & Sces/Liberal St,,,,200410,Fall 2003 Semester,N,Y,Y,Current,Active
BA-LICS,BA Linguistics/Comm Studies,SC,College of Science,UG,Undergraduate,INSC,Interdisc Studies - Science,BA,Bachelor of Arts,LICS,Linguistics/Comm Studies,BOS,Boston,160102,Ling.,Y,,,201910,Fall 2018 Semester,Y,Y,Y,Current,Active
BA-LIEN,BA Linguistics/English,SC,College of Science,UG,Undergraduate,INSC,Interdisc Studies - Science,BA,Bachelor of Arts,LIEN,Linguistics / English,BOS,Boston,160102,Ling.,Y,,,200410,Fall 2003 Semester,Y,Y,Y,Current,Active
BA-SPLI,BA Spanish/Linguistics,SC,College of Science,UG,Undergraduate,INSC,Interdisc Studies - Science,BA,Bachelor of Arts,SPLI,Spanish/Linguistics,BOS,Boston,160905,Spanish Lang. & Lit.,Y,,,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-AIST-SC,BS Approved Indep Studies SC,SC,College of Science,UG,Undergraduate,INSC,Interdisc Studies - Science,BS,Bachelor of Science,AIST,Approved Independent Studies,BOS,Boston,240101,Liberal Arts & Sces/Liberal St,,,,200410,Fall 2003 Semester,N,Y,Y,Current,Active
BS-ASLN,BS ASL & Linguistics,SC,College of Science,UG,Undergraduate,INSC,Interdisc Studies - Science,BS,Bachelor of Science,ASLN,ASL/ Linguistics,BOS,Boston,161601,American Sign Language (ASL),Y,,,201710,Fall 2016 Semester,Y,Y,Y,Current,Active
BS-BENS,BS Behavioral Neuroscience,SC,College of Science,UG,Undergraduate,INSC,Interdisc Studies - Science,BS,Bachelor of Science,BENS,Behavioral Neuroscience,BOS,Boston,261501,Neuroscience,,,,200410,Fall 2003 Semester,Y,Y,Y,Current,Active
BS-BENS,BS Behavioral Neuroscience,SC,College of Science,UG,Undergraduate,INSC,Interdisc Studies - Science,BS,Bachelor of Science,BENS,Behavioral Neuroscience,OAK,"Oakland, CA",261501,Neuroscience,,,,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BIOC,BS Biochemistry,SC,College of Science,UG,Undergraduate,INSC,Interdisc Studies - Science,BS,Bachelor of Science,BIOC,Biochemistry,BOS,Boston,260202,Biochemistry,,,,200410,Fall 2003 Semester,Y,Y,Y,Current,Active
BS-BNDS,BS Behav Neuroscience/Design,SC,College of Science,UG,Undergraduate,INSC,Interdisc Studies - Science,BS,Bachelor of Science,BNDS,Behavioral Neuroscience/Design,BOS,Boston,261501,Neuroscience,Y,,,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
BS-BNPH,BS Behav Neuroscience/Philo,SC,College of Science,UG,Undergraduate,INSC,Interdisc Studies - Science,BS,Bachelor of Science,BNPH,Behav Neuroscience/Philosophy,BOS,Boston,261501,Neuroscience,Y,,,201930,Spring 2019 Semester,Y,Y,Y,Current,Active
BS-DSBC,BS Data Science/Biochemistry,SC,College of Science,UG,Undergraduate,INSC,Interdisc Studies - Science,BS,Bachelor of Science,DSBC,Data Science/Biochemistry,BOS,Boston,110802,Data Modeling/Warehousing DBA,Y,,,201910,Fall 2018 Semester,Y,Y,Y,Current,Active
BS-DSBN,BS Data Science/Behav Neurosci,SC,College of Science,UG,Undergraduate,INSC,Interdisc Studies - Science,BS,Bachelor of Science,DSBN,Data Science/Behavioral Neuro,BOS,Boston,110802,Data Modeling/Warehousing DBA,Y,,,201930,Spring 2019 Semester,Y,Y,Y,Current,Active
BS-DSLI,BS Data Science/Linguistics,SC,College of Science,UG,Undergraduate,INSC,Interdisc Studies - Science,BS,Bachelor of Science,DSLI,Data Science/Linguistics,BOS,Boston,110802,Data Modeling/Warehousing DBA,Y,,,202030,Spring 2020 Semester,Y,Y,Y,Current,Active
BS-LICA,BS Linguistics/Cultural Anthro,SC,College of Science,UG,Undergraduate,INSC,Interdisc Studies - Science,BS,Bachelor of Science,LICA,Linguistics / Cultural Anthro,BOS,Boston,450204,Cultural Anthropology,Y,,,201510,Fall 2014 Semester,Y,Y,Y,Current,Active
BS-LING,BS Linguistics,SC,College of Science,UG,Undergraduate,INSC,Interdisc Studies - Science,BS,Bachelor of Science,LING,Linguistics,BOS,Boston,160102,Ling.,,,,200410,Fall 2003 Semester,Y,Y,Y,Current,Active
BS-LIPS,BS Linguistics / Psychology,SC,College of Science,UG,Undergraduate,INSC,Interdisc Studies - Science,BS,Bachelor of Science,LIPS,Linguistics / Psychology,BOS,Boston,160102,Ling.,Y,,,201610,Fall 2015 Semester,Y,Y,Y,Current,Active
BS-LISL,BS Linguistcs/Spch-Lng Pth Aud,SC,College of Science,UG,Undergraduate,INSC,Interdisc Studies - Science,BS,Bachelor of Science,LISL,Linguistics/Speech-Lng Pth Aud,BOS,Boston,160102,Ling.,Y,,,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
BS-PRSC-U,Transitional Coll of Sci UG,SC,College of Science,UG,Undergraduate,INSC,Interdisc Studies - Science,BS,Bachelor of Science,BENS,Behavioral Neuroscience,BOS,Boston,261501,Neuroscience,,,,200410,Fall 2003 Semester,N,Y,N,Current,Active
BS-PRSC-U,Transitional Coll of Sci UG,SC,College of Science,UG,Undergraduate,INSC,Interdisc Studies - Science,BS,Bachelor of Science,LING,Linguistics,BOS,Boston,160102,Ling.,,,,200410,Fall 2003 Semester,N,Y,N,Current,Active
ND-EXCH-SC-U,ND Exchange Students SC UG,SC,College of Science,UG,Undergraduate,INSC,Interdisc Studies - Science,ND,Non-Degree,LING,Linguistics,BOS,Boston,160102,Ling.,,,,201130,Spring 2011 Semester,Y,Y,N,Current,Active
BA-MATH,BA Mathematics,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BA,Bachelor of Arts,MATH,Mathematics,BOS,Boston,270101,Mathematics,,,,200410,Fall 2003 Semester,Y,Y,Y,Current,Active
BS-DSMA,BS Data Science/Mathematics,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,DSMA,Data Science/Mathematics,BOS,Boston,110802,Data Modeling/Warehousing DBA,Y,,,201930,Spring 2019 Semester,Y,Y,Y,Current,Active
BS-ECMA,BS Economics/Mathematics,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,ECMA,Economics/Mathematics,BOS,Boston,450603,Econometrics & Quantitative Ec,Y,,,200410,Fall 2003 Semester,Y,Y,Y,Current,Active
BS-GIDM,BS Graphic & Info Design/Math,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,GIDM,Graphic and Info. Design/Math,BOS,Boston,500499,Design & Applied Arts,Y,,,201710,Fall 2016 Semester,Y,Y,Y,Current,Active
BS-MAAN,BS Mathematics/Anthropology,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MAAN,Mathematics/Anthropology,BOS,Boston,270101,Mathematics,Y,,,201930,Spring 2019 Semester,Y,Y,Y,Current,Active
BS-MABA,BS Mathematics/Business Admin,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MABA,Mathematics/Busines Admin,BOS,Boston,270101,Mathematics,Y,ACAS,Accounting & Advisory Services,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-MABA,BS Mathematics/Business Admin,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MABA,Mathematics/Busines Admin,BOS,Boston,270101,Mathematics,Y,ACCT,Accounting,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-MABA,BS Mathematics/Business Admin,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MABA,Mathematics/Busines Admin,BOS,Boston,270101,Mathematics,Y,BMGT,Brand Management,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-MABA,BS Mathematics/Business Admin,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MABA,Mathematics/Busines Admin,BOS,Boston,270101,Mathematics,Y,BUSA,Business Analytics,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-MABA,BS Mathematics/Business Admin,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MABA,Mathematics/Busines Admin,BOS,Boston,270101,Mathematics,Y,COIN,Corporate Innovation,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-MABA,BS Mathematics/Business Admin,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MABA,Mathematics/Busines Admin,BOS,Boston,270101,Mathematics,Y,COIV,Corporate Innovation & Venture,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-MABA,BS Mathematics/Business Admin,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MABA,Mathematics/Busines Admin,BOS,Boston,270101,Mathematics,Y,ENTS,Entrepreneurial Startups,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-MABA,BS Mathematics/Business Admin,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MABA,Mathematics/Busines Admin,BOS,Boston,270101,Mathematics,Y,FBUS,Family Business,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-MABA,BS Mathematics/Business Admin,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MABA,Mathematics/Busines Admin,BOS,Boston,270101,Mathematics,Y,FINA,Finance,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-MABA,BS Mathematics/Business Admin,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MABA,Mathematics/Busines Admin,BOS,Boston,270101,Mathematics,Y,FINT,Fintech,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-MABA,BS Mathematics/Business Admin,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MABA,Mathematics/Busines Admin,BOS,Boston,270101,Mathematics,Y,HCMC,Healthcare Mgmt & Consulting,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-MABA,BS Mathematics/Business Admin,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MABA,Mathematics/Busines Admin,BOS,Boston,270101,Mathematics,Y,INBU,International Business,202310,Fall 2022 Semester,N,Y,Y,Current,Active
BS-MABA,BS Mathematics/Business Admin,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MABA,Mathematics/Busines Admin,BOS,Boston,270101,Mathematics,Y,MGMT,Management,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-MABA,BS Mathematics/Business Admin,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MABA,Mathematics/Busines Admin,BOS,Boston,270101,Mathematics,Y,MKAN,Marketing Analytics,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-MABA,BS Mathematics/Business Admin,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MABA,Mathematics/Busines Admin,BOS,Boston,270101,Mathematics,Y,MKTG,Marketing,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-MABA,BS Mathematics/Business Admin,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MABA,Mathematics/Busines Admin,BOS,Boston,270101,Mathematics,Y,MMIS,Management Information Systems,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-MABA,BS Mathematics/Business Admin,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MABA,Mathematics/Busines Admin,BOS,Boston,270101,Mathematics,Y,NOCC,No Concentration,202310,Fall 2022 Semester,Y,Y,N,Current,Active
BS-MABA,BS Mathematics/Business Admin,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MABA,Mathematics/Busines Admin,BOS,Boston,270101,Mathematics,Y,SIEN,Social Innov & Entrepreneurshp,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-MABA,BS Mathematics/Business Admin,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MABA,Mathematics/Busines Admin,BOS,Boston,270101,Mathematics,Y,SUPC,Supply Chain Management,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-MAPH,BS Math/Physics,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MAPH,Mathematics/Physics,BOS,Boston,270101,Mathematics,Y,,,200410,Fall 2003 Semester,Y,Y,Y,Current,Active
BS-MAPL,BS Mathematics/Philosophy,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MAPL,Mathematics/Philosophy,BOS,Boston,270101,Mathematics,Y,,,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-MAPO,BS Mathematics/Political Sci,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MAPO,Mathematics/Political Science,BOS,Boston,270101,Mathematics,Y,AMPI,American Political Institution,201910,Fall 2018 Semester,N,Y,Y,Current,Active
BS-MAPO,BS Mathematics/Political Sci,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MAPO,Mathematics/Political Science,BOS,Boston,270101,Mathematics,Y,CAMP,Campaigns and Elections,201910,Fall 2018 Semester,N,Y,Y,Current,Active
BS-MAPO,BS Mathematics/Political Sci,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MAPO,Mathematics/Political Science,BOS,Boston,270101,Mathematics,Y,COPO,Comparative Politics,201910,Fall 2018 Semester,N,Y,Y,Current,Active
BS-MAPO,BS Mathematics/Political Sci,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MAPO,Mathematics/Political Science,BOS,Boston,270101,Mathematics,Y,ICPO,"Identity, Culture, & Politics",201910,Fall 2018 Semester,N,Y,Y,Current,Active
BS-MAPO,BS Mathematics/Political Sci,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MAPO,Mathematics/Political Science,BOS,Boston,270101,Mathematics,Y,INRD,Int'l Relations and Diplomacy,201910,Fall 2018 Semester,N,Y,Y,Current,Active
BS-MAPO,BS Mathematics/Political Sci,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MAPO,Mathematics/Political Science,BOS,Boston,270101,Mathematics,Y,LLST,Law and Legal Studies,201910,Fall 2018 Semester,N,Y,Y,Current,Active
BS-MAPO,BS Mathematics/Political Sci,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MAPO,Mathematics/Political Science,BOS,Boston,270101,Mathematics,Y,NOCC,No Concentration,201910,Fall 2018 Semester,Y,Y,Y,Current,Active
BS-MAPO,BS Mathematics/Political Sci,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MAPO,Mathematics/Political Science,BOS,Boston,270101,Mathematics,Y,PUPL,Public Policy,201910,Fall 2018 Semester,N,Y,Y,Current,Active
BS-MAPO,BS Mathematics/Political Sci,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MAPO,Mathematics/Political Science,BOS,Boston,270101,Mathematics,Y,SEST,Security Studies,201910,Fall 2018 Semester,N,Y,Y,Current,Active
BS-MAPY,BS Mathematics/Psychology,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MAPY,Mathematics/Psychology,BOS,Boston,270101,Mathematics,Y,,,202010,Fall 2019 Semester,Y,Y,Y,Current,Active
BS-MASO,BS Mathematics/Sociology,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MASO,Mathematics/Sociology,BOS,Boston,270101,Mathematics,Y,,,201930,Spring 2019 Semester,Y,Y,Y,Current,Active
BS-MATH,BS Mathematics,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MATH,Mathematics,BOS,Boston,270101,Mathematics,,,,200410,Fall 2003 Semester,Y,Y,Y,Current,Active
BS-MATH,BS Mathematics,SC,College of Science,UG,Undergraduate,MATH,Mathematics,BS,Bachelor of Science,MATH,Mathematics,OAK,"Oakland, CA",270101,Mathematics,,,,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
ND-EXCH-SC-U,ND Exchange Students SC UG,SC,College of Science,UG,Undergraduate,MATH,Mathematics,ND,Non-Degree,MATH,Mathematics,BOS,Boston,270101,Mathematics,,,,201130,Spring 2011 Semester,Y,Y,N,Current,Active
BS-APHY,BS Applied Physics,SC,College of Science,UG,Undergraduate,PHYS,Physics,BS,Bachelor of Science,APHY,Applied Physics,BOS,Boston,400801,Physics,,ASTP,Astrophysics,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-APHY,BS Applied Physics,SC,College of Science,UG,Undergraduate,PHYS,Physics,BS,Bachelor of Science,APHY,Applied Physics,BOS,Boston,400801,Physics,,NOCC,No Concentration,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BIMP,BS Biomedical Physics,SC,College of Science,UG,Undergraduate,PHYS,Physics,BS,Bachelor of Science,BIMP,Biomedical Physics,BOS,Boston,260203,Biophysics,,,,200410,Fall 2003 Semester,Y,Y,Y,Current,Active
BS-DSPH,BS Data Science/Physics,SC,College of Science,UG,Undergraduate,PHYS,Physics,BS,Bachelor of Science,DSPH,Data Science/Physics,BOS,Boston,110802,Data Modeling/Warehousing DBA,Y,,,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
BS-PHMU,BS Physics/Music,SC,College of Science,UG,Undergraduate,PHYS,Physics,BS,Bachelor of Science,PHMU,Physics/Music,BOS,Boston,400801,Physics,Y,MUTE,Music Technology,201810,Fall 2017 Semester,Y,Y,Y,Current,Active
BS-PHPH,BS Physics/Philosophy,SC,College of Science,UG,Undergraduate,PHYS,Physics,BS,Bachelor of Science,PHPH,Physics/Philosophy,BOS,Boston,400801,Physics,Y,,,200410,Fall 2003 Semester,Y,Y,Y,Current,Active
BS-PHYS,BS Physics,SC,College of Science,UG,Undergraduate,PHYS,Physics,BS,Bachelor of Science,PHYS,Physics,BOS,Boston,400801,Physics,,ASTP,Astrophysics,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-PHYS,BS Physics,SC,College of Science,UG,Undergraduate,PHYS,Physics,BS,Bachelor of Science,PHYS,Physics,BOS,Boston,400801,Physics,,NOCC,No Concentration,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
ND-EXCH-SC-U,ND Exchange Students SC UG,SC,College of Science,UG,Undergraduate,PHYS,Physics,ND,Non-Degree,BIMP,Biomedical Physics,BOS,Boston,260203,Biophysics,,,,201130,Spring 2011 Semester,Y,Y,N,Current,Active
ND-EXCH-SC-U,ND Exchange Students SC UG,SC,College of Science,UG,Undergraduate,PHYS,Physics,ND,Non-Degree,PHYS,Physics,BOS,Boston,400801,Physics,,,,201130,Spring 2011 Semester,Y,Y,N,Current,Active
BS-ASPS,BS ASL/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,ASPS,ASL / Psychology,BOS,Boston,161601,American Sign Language (ASL),Y,,,200410,Fall 2003 Semester,Y,Y,Y,Current,Active
BS-BAPS,BS Business Admin/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,BAPS,Business Admin/Psychology,BOS,Boston,520101,Bus./Commerce,Y,ACAS,Accounting & Advisory Services,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BAPS,BS Business Admin/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,BAPS,Business Admin/Psychology,BOS,Boston,520101,Bus./Commerce,Y,ACCT,Accounting,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BAPS,BS Business Admin/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,BAPS,Business Admin/Psychology,BOS,Boston,520101,Bus./Commerce,Y,BMGT,Brand Management,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BAPS,BS Business Admin/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,BAPS,Business Admin/Psychology,BOS,Boston,520101,Bus./Commerce,Y,BUSA,Business Analytics,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BAPS,BS Business Admin/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,BAPS,Business Admin/Psychology,BOS,Boston,520101,Bus./Commerce,Y,COIN,Corporate Innovation,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BAPS,BS Business Admin/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,BAPS,Business Admin/Psychology,BOS,Boston,520101,Bus./Commerce,Y,COIV,Corporate Innovation & Venture,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BAPS,BS Business Admin/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,BAPS,Business Admin/Psychology,BOS,Boston,520101,Bus./Commerce,Y,ENTS,Entrepreneurial Startups,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BAPS,BS Business Admin/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,BAPS,Business Admin/Psychology,BOS,Boston,520101,Bus./Commerce,Y,FBUS,Family Business,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BAPS,BS Business Admin/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,BAPS,Business Admin/Psychology,BOS,Boston,520101,Bus./Commerce,Y,FINA,Finance,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BAPS,BS Business Admin/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,BAPS,Business Admin/Psychology,BOS,Boston,520101,Bus./Commerce,Y,FINT,Fintech,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BAPS,BS Business Admin/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,BAPS,Business Admin/Psychology,BOS,Boston,520101,Bus./Commerce,Y,HCMC,Healthcare Mgmt & Consulting,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BAPS,BS Business Admin/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,BAPS,Business Admin/Psychology,BOS,Boston,520101,Bus./Commerce,Y,INBU,International Business,202310,Fall 2022 Semester,N,Y,Y,Current,Active
BS-BAPS,BS Business Admin/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,BAPS,Business Admin/Psychology,BOS,Boston,520101,Bus./Commerce,Y,MGMT,Management,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BAPS,BS Business Admin/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,BAPS,Business Admin/Psychology,BOS,Boston,520101,Bus./Commerce,Y,MKAN,Marketing Analytics,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BAPS,BS Business Admin/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,BAPS,Business Admin/Psychology,BOS,Boston,520101,Bus./Commerce,Y,MKTG,Marketing,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BAPS,BS Business Admin/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,BAPS,Business Admin/Psychology,BOS,Boston,520101,Bus./Commerce,Y,MMIS,Management Information Systems,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BAPS,BS Business Admin/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,BAPS,Business Admin/Psychology,BOS,Boston,520101,Bus./Commerce,Y,NOCC,No Concentration,202310,Fall 2022 Semester,Y,Y,N,Current,Active
BS-BAPS,BS Business Admin/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,BAPS,Business Admin/Psychology,BOS,Boston,520101,Bus./Commerce,Y,SIEN,Social Innov & Entrepreneurshp,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BAPS,BS Business Admin/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,BAPS,Business Admin/Psychology,BOS,Boston,520101,Bus./Commerce,Y,SUPC,Supply Chain Management,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-CJPS,BS Criminal Justice/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,CJPS,Criminal Justice/Psychology,BOS,Boston,430199,Corrections & Criminal Justice,Y,,,201510,Fall 2014 Semester,Y,Y,Y,Current,Active
BS-DSPS,BS Data Science/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,DSPS,Data Science/Psychology,BOS,Boston,110802,Data Modeling/Warehousing DBA,Y,,,201930,Spring 2019 Semester,Y,Y,Y,Current,Active
BS-ECPS,BS Economics/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,ECPS,Economics/Psychology,BOS,Boston,450603,Econometrics & Quantitative Ec,Y,,,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
BS-HSPS,BS Health Science/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,HSPS,Health Science/Psychology,BOS,Boston,510799,Health & Medical Administrativ,Y,,,202010,Fall 2019 Semester,Y,Y,Y,Current,Active
BS-HSPS,BS Health Science/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,HSPS,Health Science/Psychology,OAK,"Oakland, CA",510799,Health & Medical Administrativ,Y,,,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-HUPS,BS Human Services/Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,HUPS,Human Services/Psychology,BOS,Boston,440000,"Human Svcs, Gen",Y,,,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
